Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
NGS001-23_ITS2_41_S55_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0008144914315501401)	(25.0, 0.0)	(26.0, 0.0016289828631002802)	(27.0, 0.004886948589300841)	(28.0, 0.007330422883951261)	(29.0, 0.020362285788753504)	(30.0, 0.041539063009057145)	(31.0, 0.07737668599726331)	(32.0, 0.17511565778328012)	(33.0, 0.18407506353033165)	(34.0, 0.11484329184856974)	(35.0, 0.11728676614322017)	(36.0, 0.2280576008340392)	(37.0, 0.4210920701114224)	(38.0, 0.4960252818140353)	(39.0, 0.7705088942464325)	(40.0, 3.235974457548706)	(41.0, 1.97595621294064)	(42.0, 0.7273408483742752)	(43.0, 1.8879911383332246)	(44.0, 1.5442757542190657)	(45.0, 1.273864598944419)	(46.0, 1.7047305662344432)	(47.0, 1.33739493060533)	(48.0, 1.6900697204665405)	(49.0, 9.265654525314394)	(50.0, 9.308008079755)	(51.0, 2.495601746269629)	(52.0, 2.9924415195152148)	(53.0, 13.36336091744315)	(54.0, 22.633087899915296)	(55.0, 3.9348081058187265)	(56.0, 6.424708412067505)	(57.0, 7.286440346647553)	(58.0, 1.036033100931778)	(59.0, 0.7134944940379228)	(60.0, 0.47566299602528184)	(61.0, 0.4919528246562846)	(62.0, 0.3200951325992051)	(63.0, 0.1808170978041311)	(64.0, 0.18000260637258098)	(65.0, 0.19710692643513392)	(66.0, 0.36000521274516195)	(67.0, 0.24271844660194172)	(68.0, 0.043168045872157425)	(69.0, 0.01140288004170196)	(70.0, 0.0032579657262005604)	(71.0, 0.0016289828631002802)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NGS001-23_ITS2_41_S55_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0008362392647784383)	(18.0, 0.002508717794335315)	(19.0, 0.0016724785295568767)	(20.0, 0.0033449570591137534)	(21.0, 0.0041811963238921925)	(22.0, 0.007526153383005946)	(23.0, 0.006689914118227507)	(24.0, 0.008362392647784385)	(25.0, 0.005853674853449069)	(26.0, 0.0041811963238921925)	(27.0, 0.005853674853449069)	(28.0, 0.02006974235468252)	(29.0, 0.06773538044705352)	(30.0, 0.14968682839534048)	(31.0, 0.16975657075002298)	(32.0, 0.04348444176847879)	(33.0, 0.08613264427217916)	(34.0, 0.1480143498657836)	(35.0, 0.19484374869337615)	(36.0, 0.2324745156084059)	(37.0, 0.42982698209611736)	(38.0, 1.2585400934915498)	(39.0, 2.7696244449461878)	(40.0, 1.53700776866277)	(41.0, 1.4174255537994531)	(42.0, 1.0887835227415268)	(43.0, 1.8230015972169957)	(44.0, 1.4282966642415729)	(45.0, 1.1439753142169038)	(46.0, 1.3965195721799921)	(47.0, 1.5186105048376441)	(48.0, 1.6682973332329847)	(49.0, 6.7626669342632315)	(50.0, 8.912638084008597)	(51.0, 3.4402883352984954)	(52.0, 2.9719943470225703)	(53.0, 8.299674702926001)	(54.0, 19.383189918299422)	(55.0, 9.597518041862138)	(56.0, 5.795974344179357)	(57.0, 6.40475652893806)	(58.0, 4.490604851860215)	(59.0, 1.8146392045692115)	(60.0, 0.8295493506602108)	(61.0, 0.6940785897661039)	(62.0, 0.5903849209335775)	(63.0, 0.3813251047389679)	(64.0, 0.2433456260505256)	(65.0, 0.1521955461896758)	(66.0, 0.13881571795322079)	(67.0, 0.2065510984002743)	(68.0, 0.13714323942366388)	(69.0, 0.061881705593604446)	(70.0, 0.017561024560347204)	(71.0, 0.010871110442119698)	(72.0, 0.0008362392647784383)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0033449570591137534)	(76.0, 0.0016724785295568767)	(77.0, 0.0016724785295568767)	(78.0, 0.0008362392647784383)	(79.0, 0.0016724785295568767)	(80.0, 0.0)	(81.0, 0.0008362392647784383)	(82.0, 0.0008362392647784383)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0008362392647784383)	(86.0, 0.0008362392647784383)	(87.0, 0.0)	(88.0, 0.0008362392647784383)	(89.0, 0.0016724785295568767)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0008362392647784383)	(96.0, 0.0008362392647784383)	(97.0, 0.0008362392647784383)	(98.0, 0.0008362392647784383)	(99.0, 0.0)	(100.0, 0.0)
NGS001-23_ITS2_42_S61_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0008615193755707565)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.003446077502283026)	(26.0, 0.012922790633561347)	(27.0, 0.01033823250684908)	(28.0, 0.017230387511415132)	(29.0, 0.04824508503196237)	(30.0, 0.06116787566552372)	(31.0, 0.09045953443492945)	(32.0, 0.07495218567465582)	(33.0, 0.1430122163447456)	(34.0, 0.11458207695091063)	(35.0, 0.42300601340524147)	(36.0, 1.9099884556403675)	(37.0, 1.128590381997691)	(38.0, 1.13892861450454)	(39.0, 1.0234850181780588)	(40.0, 1.1845891414097902)	(41.0, 2.2675189965022313)	(42.0, 3.1591915502179644)	(43.0, 2.7275703430570153)	(44.0, 8.662577321363958)	(45.0, 13.28807484880335)	(46.0, 2.962765132587832)	(47.0, 2.0150938194599997)	(48.0, 3.261712355910885)	(49.0, 2.7689232730844116)	(50.0, 4.043971948929132)	(51.0, 3.3246032703275494)	(52.0, 3.707117873080966)	(53.0, 4.078432723951962)	(54.0, 4.896876130744181)	(55.0, 6.351982356083188)	(56.0, 5.373296345434809)	(57.0, 5.182039044058101)	(58.0, 4.048279545806985)	(59.0, 3.059255302651757)	(60.0, 2.2278891052259766)	(61.0, 1.381015559039923)	(62.0, 1.3922153109223427)	(63.0, 0.8684115305753226)	(64.0, 0.3204852077123214)	(65.0, 0.2498406189155194)	(66.0, 0.463497424057067)	(67.0, 0.357530540861864)	(68.0, 0.09907472819063702)	(69.0, 0.03618381377397178)	(70.0, 0.012061271257990593)	(71.0, 0.004307596877853783)	(72.0, 0.003446077502283026)	(73.0, 0.00258455812671227)	(74.0, 0.0008615193755707565)	(75.0, 0.001723038751141513)	(76.0, 0.00258455812671227)	(77.0, 0.001723038751141513)	(78.0, 0.004307596877853783)	(79.0, 0.0008615193755707565)	(80.0, 0.0008615193755707565)	(81.0, 0.0008615193755707565)	(82.0, 0.0008615193755707565)	(83.0, 0.0008615193755707565)	(84.0, 0.0008615193755707565)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NGS001-23_ITS2_42_S61_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0008722400869914114)	(9.0, 0.0008722400869914114)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0017444801739828228)	(13.0, 0.0008722400869914114)	(14.0, 0.0008722400869914114)	(15.0, 0.0008722400869914114)	(16.0, 0.0017444801739828228)	(17.0, 0.0034889603479656456)	(18.0, 0.005233440521948468)	(19.0, 0.009594640956905525)	(20.0, 0.00610568060893988)	(21.0, 0.011339121130888348)	(22.0, 0.009594640956905525)	(23.0, 0.02006152200080246)	(24.0, 0.010466881043896935)	(25.0, 0.008722400869914115)	(26.0, 0.007850160782922702)	(27.0, 0.01831704182681964)	(28.0, 0.03750632374063069)	(29.0, 0.09420192939507244)	(30.0, 0.16747009670235097)	(31.0, 0.08286280826418409)	(32.0, 0.02442272243575952)	(33.0, 0.05407888539346751)	(34.0, 0.41344180123392904)	(35.0, 1.6773176872844842)	(36.0, 0.6550523053305499)	(37.0, 0.5896342988061941)	(38.0, 1.2333474830058557)	(39.0, 1.8386821033778953)	(40.0, 1.2568979653546237)	(41.0, 3.7384210128451887)	(42.0, 3.0519680643829483)	(43.0, 2.612359060539277)	(44.0, 3.601479319187537)	(45.0, 11.476062824545998)	(46.0, 7.209064318984016)	(47.0, 2.510306970361282)	(48.0, 2.6428874635839765)	(49.0, 2.585319617842543)	(50.0, 4.081211367032814)	(51.0, 3.5875234777956755)	(52.0, 2.69434962871647)	(53.0, 3.5186165109233536)	(54.0, 4.9002448087177495)	(55.0, 5.513429589872711)	(56.0, 5.702705688749847)	(57.0, 4.762430874973106)	(58.0, 3.9809037570288015)	(59.0, 2.8993260491594515)	(60.0, 3.1505311942129777)	(61.0, 2.5181571311442044)	(62.0, 1.7758808171145137)	(63.0, 1.092044588913247)	(64.0, 0.79722743951015)	(65.0, 0.453564845235534)	(66.0, 0.2302713829657326)	(67.0, 0.13258049322269452)	(68.0, 0.20933762087793872)	(69.0, 0.1753202574852737)	(70.0, 0.08896848887312396)	(71.0, 0.0383785638276221)	(72.0, 0.013955841391862582)	(73.0, 0.0034889603479656456)	(74.0, 0.0008722400869914114)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0017444801739828228)	(83.0, 0.0017444801739828228)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0008722400869914114)	(92.0, 0.0)	(93.0, 0.0008722400869914114)	(94.0, 0.0)	(95.0, 0.0008722400869914114)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0011629867826552151)
NGS001-23_ITS2_43_S67_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.001941012626287134)	(23.0, 0.002911518939430701)	(24.0, 0.005823037878861402)	(25.0, 0.03202670833373771)	(26.0, 0.015528101010297071)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.007764050505148536)	(31.0, 0.017469113636584203)	(32.0, 0.021351138889158475)	(33.0, 0.018439619949727773)	(34.0, 0.09219809974863886)	(35.0, 0.15042847853725289)	(36.0, 0.4512854356117586)	(37.0, 2.2311940139170603)	(38.0, 2.6640398295790915)	(39.0, 0.9161579596075272)	(40.0, 0.5832742941992838)	(41.0, 1.0005920088510176)	(42.0, 1.3684139015324295)	(43.0, 4.2944904356602835)	(44.0, 4.874853210920136)	(45.0, 3.5782567765603317)	(46.0, 3.7529479129261736)	(47.0, 5.311581051834742)	(48.0, 2.6970370442259726)	(49.0, 3.981016896514912)	(50.0, 6.033637748813557)	(51.0, 5.502770795524025)	(52.0, 4.5672027096536265)	(53.0, 6.277234833412591)	(54.0, 7.9503877172721005)	(55.0, 3.5423480429740195)	(56.0, 6.20056483467425)	(57.0, 7.014819631401702)	(58.0, 2.707712613670552)	(59.0, 3.861644619998253)	(60.0, 2.406855656596046)	(61.0, 1.3781189646638652)	(62.0, 1.7275012373955492)	(63.0, 1.1364628926911169)	(64.0, 0.5774512563204224)	(65.0, 0.4066421452071546)	(66.0, 0.2698007550539116)	(67.0, 0.13878240277953008)	(68.0, 0.06987645454633681)	(69.0, 0.07375847979891109)	(70.0, 0.03784974621259911)	(71.0, 0.013587088384009937)	(72.0, 0.024262657828589173)	(73.0, 0.005823037878861402)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.000970506313143567)	(78.0, 0.000970506313143567)	(79.0, 0.000970506313143567)	(80.0, 0.000970506313143567)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NGS001-23_ITS2_43_S67_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0019468825543099112)	(20.0, 0.004867206385774778)	(21.0, 0.0009734412771549556)	(22.0, 0.0009734412771549556)	(23.0, 0.002920323831464867)	(24.0, 0.002920323831464867)	(25.0, 0.004867206385774778)	(26.0, 0.016548501711634245)	(27.0, 0.02238914937456398)	(28.0, 0.010707854048704512)	(29.0, 0.007787530217239645)	(30.0, 0.009734412771549556)	(31.0, 0.016548501711634245)	(32.0, 0.026282914483183806)	(33.0, 0.03407044470042345)	(34.0, 0.15477716306763795)	(35.0, 0.8157437902558528)	(36.0, 0.8225578791959376)	(37.0, 1.0386618427243377)	(38.0, 2.352807566883528)	(39.0, 1.5682138974966335)	(40.0, 0.7028246021058779)	(41.0, 1.4552947093466586)	(42.0, 1.4348524425264046)	(43.0, 3.8694290766909485)	(44.0, 3.63385628761945)	(45.0, 4.845790677677369)	(46.0, 3.5413793662897284)	(47.0, 4.029073446144362)	(48.0, 2.9952788098057987)	(49.0, 4.0465953891331505)	(50.0, 6.7965669970959)	(51.0, 4.757207521456269)	(52.0, 3.8207570128332007)	(53.0, 4.8302156172428905)	(54.0, 7.0389538751074845)	(55.0, 4.872073592160553)	(56.0, 4.509953437058909)	(57.0, 6.118078426918896)	(58.0, 5.328617551146228)	(59.0, 3.388549085776401)	(60.0, 2.795723347989033)	(61.0, 2.4287359865016143)	(62.0, 1.930334052598277)	(63.0, 1.5954702532569722)	(64.0, 1.0912276716907052)	(65.0, 0.5743303535214238)	(66.0, 0.2813245290977822)	(67.0, 0.11681295325859468)	(68.0, 0.05840647662929734)	(69.0, 0.04283141619481805)	(70.0, 0.05159238768921265)	(71.0, 0.04283141619481805)	(72.0, 0.024336031928873892)	(73.0, 0.01362817788016938)	(74.0, 0.0038937651086198223)	(75.0, 0.0009734412771549556)	(76.0, 0.0)	(77.0, 0.0019468825543099112)	(78.0, 0.0009734412771549556)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0009734412771549556)	(82.0, 0.0009734412771549556)	(83.0, 0.0)	(84.0, 0.0009734412771549556)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0009734412771549556)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0019468825543099112)	(92.0, 0.0)	(93.0, 0.0009734412771549556)	(94.0, 0.0019468825543099112)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0009734412771549556)	(98.0, 0.0009734412771549556)	(99.0, 0.0009734412771549556)	(100.0, 0.0012979217028732742)
NGS001-23_ITS2_44_S73_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0011678832116788322)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0023357664233576644)	(22.0, 0.0035036496350364967)	(23.0, 0.005839416058394161)	(24.0, 0.014014598540145987)	(25.0, 0.02102189781021898)	(26.0, 0.025693430656934305)	(27.0, 0.030364963503649634)	(28.0, 0.029197080291970805)	(29.0, 0.03503649635036496)	(30.0, 0.03503649635036496)	(31.0, 0.07357664233576643)	(32.0, 0.08058394160583941)	(33.0, 0.0654014598540146)	(34.0, 0.2931386861313868)	(35.0, 0.24175182481751828)	(36.0, 0.22656934306569343)	(37.0, 0.41927007299270075)	(38.0, 0.5769343065693431)	(39.0, 0.4613138686131387)	(40.0, 1.3337226277372263)	(41.0, 2.2329927007299273)	(42.0, 1.834744525547445)	(43.0, 3.1182481751824818)	(44.0, 2.891678832116788)	(45.0, 1.5976642335766424)	(46.0, 2.9360583941605842)	(47.0, 1.2332846715328467)	(48.0, 1.9024817518248176)	(49.0, 5.720291970802919)	(50.0, 9.44116788321168)	(51.0, 4.736934306569343)	(52.0, 7.417226277372263)	(53.0, 7.099562043795621)	(54.0, 5.327883211678832)	(55.0, 3.3249635036496348)	(56.0, 5.076788321167883)	(57.0, 4.16)	(58.0, 4.541897810218979)	(59.0, 6.770218978102189)	(60.0, 4.044379562043796)	(61.0, 3.849343065693431)	(62.0, 2.3275912408759125)	(63.0, 1.6934306569343065)	(64.0, 1.134014598540146)	(65.0, 0.7532846715328467)	(66.0, 0.4437956204379562)	(67.0, 0.17635036496350365)	(68.0, 0.09927007299270073)	(69.0, 0.03970802919708029)	(70.0, 0.018686131386861315)	(71.0, 0.01635036496350365)	(72.0, 0.04437956204379562)	(73.0, 0.015182481751824817)	(74.0, 0.0023357664233576644)	(75.0, 0.0023357664233576644)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
NGS001-23_ITS2_44_S73_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0011490730810479546)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0022981461620959092)	(20.0, 0.0022981461620959092)	(21.0, 0.0022981461620959092)	(22.0, 0.008043511567335682)	(23.0, 0.019534242377815227)	(24.0, 0.028726827026198866)	(25.0, 0.02298146162095909)	(26.0, 0.026428680864102955)	(27.0, 0.026428680864102955)	(28.0, 0.012639803891527501)	(29.0, 0.031024973188294776)	(30.0, 0.07239160410602113)	(31.0, 0.07928604259230886)	(32.0, 0.07698789643021296)	(33.0, 0.2206220315612073)	(34.0, 0.3136969511260916)	(35.0, 0.21142944691282364)	(36.0, 0.3010571472345641)	(37.0, 0.38149226290792093)	(38.0, 0.6216485368469434)	(39.0, 1.3570553087176342)	(40.0, 1.3628006741228742)	(41.0, 2.075225984372606)	(42.0, 3.202466676880649)	(43.0, 2.684234717328022)	(44.0, 1.6558143097901026)	(45.0, 1.7006281599509727)	(46.0, 2.4440784433889995)	(47.0, 1.161712884939482)	(48.0, 2.3406618660946834)	(49.0, 4.649149685920024)	(50.0, 7.617205454266891)	(51.0, 5.6224145855676415)	(52.0, 5.767197793779684)	(53.0, 6.704841427914815)	(54.0, 6.0900873295541595)	(55.0, 3.577064501302283)	(56.0, 4.186073234257699)	(57.0, 4.7468208978091)	(58.0, 3.840202236862264)	(59.0, 3.7252949287574686)	(60.0, 4.995020683315459)	(61.0, 4.762907920943771)	(62.0, 3.5471886011950358)	(63.0, 2.33721464685154)	(64.0, 1.7925540064348093)	(65.0, 1.2628313160717022)	(66.0, 0.8939788570553087)	(67.0, 0.6653133139267656)	(68.0, 0.40447372452888003)	(69.0, 0.16201930442776158)	(70.0, 0.06894438486287727)	(71.0, 0.04596292324191818)	(72.0, 0.035621265512486594)	(73.0, 0.019534242377815227)	(74.0, 0.005745365405239773)	(75.0, 0.0022981461620959092)	(76.0, 0.0011490730810479546)	(77.0, 0.0022981461620959092)	(78.0, 0.0045962923241918184)	(79.0, 0.0022981461620959092)	(80.0, 0.0011490730810479546)	(81.0, 0.003447219243143864)	(82.0, 0.0011490730810479546)	(83.0, 0.0022981461620959092)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0011490730810479546)	(87.0, 0.0011490730810479546)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0011490730810479546)	(100.0, 0.0030641948827945455)
NGS001-23_ITS2_47_S91_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0008285210071501363)	(19.0, 0.002485563021450409)	(20.0, 0.002485563021450409)	(21.0, 0.0057996470500509545)	(22.0, 0.0008285210071501363)	(23.0, 0.004971126042900818)	(24.0, 0.0057996470500509545)	(25.0, 0.008285210071501363)	(26.0, 0.04391161337895722)	(27.0, 0.03562640330745586)	(28.0, 0.021541546185903544)	(29.0, 0.04225457136465695)	(30.0, 0.0662816805720109)	(31.0, 0.08119505870071335)	(32.0, 0.1847601845944804)	(33.0, 0.2601555962451428)	(34.0, 0.15410490732992535)	(35.0, 0.04971126042900818)	(36.0, 0.1416770922226733)	(37.0, 0.37946262127476243)	(38.0, 0.28998235250254767)	(39.0, 0.6180766713340017)	(40.0, 3.1947770035709255)	(41.0, 10.070672841909907)	(42.0, 4.881645774128604)	(43.0, 3.040672096241)	(44.0, 1.0729347042594266)	(45.0, 0.4954555622757815)	(46.0, 2.6413249707946345)	(47.0, 4.705170799605624)	(48.0, 1.500451543948897)	(49.0, 1.4482547204984382)	(50.0, 2.935449928332933)	(51.0, 1.544363157327854)	(52.0, 2.1632683496690057)	(53.0, 2.7987439621531602)	(54.0, 3.3430822638508)	(55.0, 18.345112140318317)	(56.0, 14.246418717946593)	(57.0, 3.915590279791544)	(58.0, 3.1144104658773624)	(59.0, 4.4441866823533305)	(60.0, 2.764774600860005)	(61.0, 1.6189300479713664)	(62.0, 0.9925681665658633)	(63.0, 0.6354756124841545)	(64.0, 0.5385386546475887)	(65.0, 0.4358020497609717)	(66.0, 0.22950031898058776)	(67.0, 0.18973131063738122)	(68.0, 0.16570420143002726)	(69.0, 0.061310554529110085)	(70.0, 0.02899823525025477)	(71.0, 0.014084857121552318)	(72.0, 0.016570420143002727)	(73.0, 0.004971126042900818)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0008285210071501363)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
